index,score,attention_head
59737,0.24719783663749695,0
76497,0.2472020387649536,0
94840,0.24722006916999817,0
93066,0.24722324311733246,0
62409,0.24722835421562195,0
6453,0.24722933769226074,0
18390,0.2472314089536667,0
53492,0.2472371906042099,0
86693,0.24727019667625427,0
76122,0.2472805380821228,0
40534,0.24730625748634338,0
45711,0.24730966985225677,0
22959,0.247323676943779,0
30179,0.2473357915878296,0
5427,0.24733708798885345,0
48119,0.24733862280845642,0
79753,0.2473486363887787,0
68172,0.24735139310359955,0
3383,0.24735578894615173,0
34878,0.24736075103282928,0
26752,0.2473621666431427,0
49055,0.24738353490829468,0
23918,0.24739527702331543,0
68023,0.24741026759147644,0
4229,0.24741309881210327,0
20054,0.24741697311401367,0
82296,0.24742171168327332,0
81043,0.24742522835731506,0
75941,0.2474360316991806,0
63813,0.24743616580963135,0
62165,0.24745969474315643,0
69948,0.24746167659759521,0
61240,0.24748361110687256,0
73695,0.24749235808849335,0
1421,0.24749648571014404,0
90419,0.24749648571014404,0
29226,0.24750611186027527,0
54245,0.24754425883293152,0
17239,0.24755296111106873,0
46734,0.24755315482616425,0
61243,0.24755394458770752,0
23875,0.24755513668060303,0
31587,0.24755744636058807,0
93399,0.247560054063797,0
46777,0.247565358877182,0
36613,0.2475671023130417,0
71885,0.24757036566734314,0
44873,0.2475786805152893,0
46954,0.2476011961698532,0
51850,0.24760602414608002,0
95994,0.24760651588439941,0
94063,0.24760863184928894,0
88926,0.2476131170988083,0
75186,0.24761371314525604,0
17254,0.2476188838481903,0
14009,0.247620090842247,0
66745,0.24762439727783203,0
73828,0.2476404905319214,0
12521,0.24764733016490936,0
17492,0.2476479709148407,0
60942,0.24765007197856903,0
76250,0.2476627230644226,0
37845,0.2476719617843628,0
279,0.2476762980222702,0
87282,0.2476929873228073,1
80761,0.247695654630661,0
29325,0.24770092964172363,0
12316,0.24770967662334442,0
41965,0.24771535396575928,0
50214,0.2477160394191742,0
3278,0.24773064255714417,0
22454,0.2477368414402008,0
74564,0.2477487176656723,0
54525,0.24775159358978271,0
70453,0.247752845287323,0
60977,0.24775974452495575,0
14648,0.2477630376815796,0
88264,0.24777106940746307,0
90005,0.24777376651763916,0
84931,0.247781902551651,0
87840,0.24779731035232544,0
64754,0.2478029429912567,0
90431,0.24780631065368652,0
50487,0.24783587455749512,0
10974,0.24783825874328613,0
8292,0.2478405237197876,0
28669,0.24784168601036072,0
31730,0.24784168601036072,0
95424,0.24784354865550995,0
46968,0.24784371256828308,0
17512,0.24784383177757263,1
53528,0.24784597754478455,1
86107,0.24784597754478455,1
87896,0.24784597754478455,1
84987,0.24785742163658142,0
65029,0.24785804748535156,0
84147,0.2478693425655365,0
603,0.24786965548992157,0
24503,0.24787664413452148,0
69300,0.2478850781917572,0
48792,0.2479039877653122,0
7692,0.2479042410850525,0
51316,0.2479107826948166,0
21485,0.2479192018508911,0
49317,0.24792683124542236,0
30904,0.24793380498886108,0
2149,0.2479582279920578,0
18587,0.24796399474143982,0
37579,0.2479720562696457,0
28271,0.24798187613487244,0
78239,0.2479833960533142,0
14906,0.24798926711082458,0
4213,0.24798983335494995,0
94038,0.24799668788909912,0
53837,0.24800118803977966,0
62949,0.24801012873649597,0
63288,0.24801258742809296,0
2702,0.24801528453826904,0
81420,0.24803344905376434,0
25329,0.24804449081420898,0
24794,0.2480618953704834,0
95897,0.2480618953704834,0
21592,0.2480689138174057,0
16203,0.24807795882225037,0
52618,0.2480851709842682,0
72679,0.24808713793754578,0
15908,0.24808764457702637,0
13839,0.24809002876281738,0
47562,0.24809221923351288,0
75804,0.24809306859970093,0
28680,0.24809563159942627,0
65932,0.24810123443603516,0
11242,0.24810300767421722,0
60490,0.24810707569122314,0
35695,0.2481127232313156,0
81931,0.2481127232313156,0
28592,0.24811486899852753,0
25154,0.24811920523643494,0
69725,0.24813243746757507,1
36269,0.2481517791748047,0
82778,0.2481524646282196,0
90802,0.2481604516506195,0
77563,0.2481686770915985,0
28728,0.2481694519519806,0
77259,0.24818813800811768,0
15766,0.24819044768810272,0
14323,0.24819278717041016,0
73846,0.2481965720653534,0
2185,0.24820052087306976,0
59797,0.24821162223815918,0
16022,0.2482212483882904,0
95751,0.24822211265563965,0
97023,0.24824438989162445,1
6232,0.24824708700180054,0
32283,0.24826252460479736,0
64838,0.24826908111572266,0
23648,0.24827790260314941,0
94132,0.24828080832958221,0
12439,0.24828261137008667,0
11093,0.2482849806547165,0
82308,0.2482924908399582,0
53016,0.24830250442028046,0
87224,0.24830663204193115,1
26544,0.24831828474998474,0
65385,0.2483251541852951,0
4527,0.2483324408531189,0
20775,0.24834144115447998,0
10207,0.24834296107292175,0
3464,0.2483453005552292,0
96831,0.2483479231595993,0
58703,0.2483525276184082,0
70673,0.24837592244148254,0
26180,0.24837800860404968,0
66560,0.2483794093132019,0
83964,0.24838221073150635,0
31994,0.2484000027179718,0
92401,0.24840693175792694,0
59219,0.24841105937957764,0
19678,0.24841520190238953,0
48647,0.24841801822185516,0
43365,0.2484273910522461,0
95351,0.24842755496501923,0
37769,0.24844537675380707,0
70792,0.2484544962644577,0
45147,0.24846044182777405,0
1332,0.24847665429115295,1
24406,0.24847790598869324,0
21375,0.24848079681396484,0
35799,0.24848100543022156,0
61311,0.24848374724388123,0
83458,0.2484866827726364,0
45501,0.24849578738212585,0
16582,0.24849794805049896,0
85223,0.24851614236831665,0
74070,0.24851831793785095,0
20223,0.2485223412513733,0
13392,0.2485288381576538,0
26318,0.24852979183197021,0
5246,0.24855069816112518,0
75295,0.24855069816112518,0
65912,0.2485514134168625,0
35685,0.24855606257915497,0
46059,0.24856512248516083,0
82757,0.24857866764068604,0
83728,0.2485847920179367,0
88104,0.24858665466308594,0
15761,0.24858924746513367,0
71987,0.24860751628875732,0
33295,0.24860911071300507,0
21599,0.24861344695091248,0
7589,0.24861681461334229,1
87640,0.2486191689968109,0
13007,0.24862325191497803,1
88497,0.2486248016357422,0
66446,0.2486303299665451,0
73329,0.24863898754119873,0
4707,0.2486480474472046,0
8483,0.24865739047527313,0
11833,0.2486582249403,0
76524,0.2486659288406372,0
77561,0.24866658449172974,0
25889,0.24866941571235657,0
41845,0.24867317080497742,0
63224,0.24867722392082214,0
64028,0.2486967146396637,0
45603,0.24869930744171143,0
69819,0.24869930744171143,0
56979,0.2487022578716278,0
39109,0.2487039566040039,0
44724,0.24870996177196503,0
57491,0.24871310591697693,0
84731,0.248714417219162,0
88331,0.2487189620733261,0
71660,0.24872133135795593,0
87571,0.24873235821723938,0
12450,0.24873793125152588,0
56475,0.24874040484428406,0
47235,0.24875187873840332,0
10694,0.24875234067440033,0
10092,0.2487524151802063,0
64160,0.24876323342323303,0
32517,0.24876338243484497,0
81322,0.24877163767814636,0
89830,0.24877890944480896,0
21560,0.24878261983394623,0
42064,0.24878261983394623,0
56902,0.24879364669322968,0
94849,0.24879571795463562,0
80880,0.24879834055900574,0
329,0.248808354139328,0
81812,0.248813197016716,0
96571,0.24881687760353088,0
79064,0.2488361895084381,0
50414,0.2488405406475067,0
6102,0.24884295463562012,0
65781,0.24885162711143494,0
76412,0.24885359406471252,0
15714,0.24885468184947968,0
46438,0.24886026978492737,0
91717,0.24886827170848846,0
21938,0.24887840449810028,0
35168,0.24889737367630005,0
79786,0.24891310930252075,0
34375,0.24892061948776245,0
71558,0.24892078340053558,0
63338,0.248921737074852,0
62937,0.24893860518932343,0
37063,0.24893981218338013,0
13874,0.24894672632217407,0
87154,0.2489512860774994,0
27506,0.2489539384841919,0
31601,0.24895523488521576,0
76200,0.24896371364593506,0
20119,0.24897639453411102,0
55899,0.24897971749305725,0
67973,0.24898044764995575,0
6906,0.24898314476013184,0
10639,0.2489832639694214,0
65677,0.24898993968963623,0
41502,0.24899283051490784,0
58603,0.24900446832180023,0
9842,0.2490076869726181,0
34202,0.2490110844373703,0
32155,0.2490207403898239,0
61361,0.24902264773845673,0
38663,0.24902360141277313,0
48236,0.24902896583080292,0
57863,0.2490505427122116,0
72134,0.24905268847942352,0
61336,0.24906614422798157,0
41727,0.24906615912914276,0
58976,0.2490852326154709,0
83534,0.24908947944641113,0
1505,0.24909017980098724,0
12980,0.24909226596355438,0
33489,0.24909350275993347,0
71385,0.2490941882133484,0
29350,0.2490963637828827,0
29856,0.24909639358520508,0
6279,0.24909663200378418,0
82860,0.2491026371717453,0
74959,0.24910330772399902,0
34959,0.24911746382713318,0
82441,0.24912290275096893,0
29227,0.24912366271018982,0
61822,0.2491239756345749,0
10366,0.24912600219249725,0
44578,0.2491363286972046,0
43269,0.2491433471441269,0
74107,0.2491457164287567,0
29235,0.24914996325969696,0
44810,0.24914996325969696,0
46130,0.24916836619377136,0
95941,0.2491767257452011,0
17186,0.24918220937252045,0
13354,0.24918651580810547,0
35063,0.24918779730796814,0
94845,0.24919474124908447,0
37080,0.24919790029525757,0
52461,0.24920086562633514,0
43978,0.24920539557933807,0
41591,0.2492130994796753,0
38511,0.24921366572380066,0
54861,0.2492154836654663,0
65134,0.24921736121177673,0
88070,0.24922043085098267,0
29425,0.2492208182811737,0
65793,0.24922923743724823,0
58776,0.24923357367515564,0
77174,0.249237060546875,0
22899,0.2492387741804123,0
47970,0.24923905730247498,1
38674,0.24923960864543915,0
12867,0.2492413967847824,0
58750,0.24925002455711365,0
36467,0.24926666915416718,0
26055,0.24926702678203583,0
87464,0.24927100539207458,0
83486,0.24927383661270142,0
40754,0.24928078055381775,0
57238,0.249286949634552,0
59265,0.24929603934288025,0
57205,0.24929746985435486,0
47565,0.2492983043193817,0
96426,0.24930569529533386,0
14667,0.24931806325912476,0
23525,0.24932298064231873,0
17651,0.2493284046649933,0
30457,0.24933332204818726,0
26362,0.24933969974517822,0
7130,0.24934130907058716,0
9298,0.24934208393096924,0
93297,0.2493501901626587,0
95760,0.24935495853424072,0
82205,0.24935728311538696,1
18818,0.24936452507972717,0
50400,0.24936506152153015,0
87981,0.24936549365520477,0
91422,0.24936819076538086,0
22642,0.2493690550327301,0
20516,0.24937653541564941,0
59860,0.24937766790390015,0
64197,0.24937880039215088,0
18378,0.2493826150894165,0
6651,0.2493843138217926,0
87544,0.2493857592344284,0
47789,0.24939477443695068,0
49696,0.24939537048339844,0
81516,0.24940091371536255,0
2877,0.24940353631973267,0
67592,0.2494068145751953,0
73157,0.24941056966781616,0
72217,0.24942812323570251,0
48894,0.2494289129972458,0
96484,0.24943578243255615,0
22865,0.24943821132183075,0
29205,0.24944618344306946,0
14692,0.2494509071111679,0
22871,0.2494511604309082,0
77044,0.249456524848938,0
90435,0.24945984780788422,0
48629,0.24946491420269012,0
89324,0.24947282671928406,0
61754,0.24947284162044525,0
40761,0.2494773119688034,0
74692,0.2494882047176361,0
42527,0.24949994683265686,0
46815,0.2495080679655075,0
10725,0.24950996041297913,1
20599,0.24951282143592834,0
34643,0.24951282143592834,0
431,0.2495129555463791,0
61544,0.2495165318250656,0
3929,0.2495170533657074,0
55602,0.24951711297035217,0
39283,0.24951720237731934,0
87112,0.24952326714992523,0
75347,0.24952441453933716,0
41945,0.249527245759964,0
27673,0.24953274428844452,0
91439,0.24953339993953705,0
21049,0.24954061210155487,0
74179,0.24954532086849213,0
29174,0.24954718351364136,0
72930,0.24954818189144135,0
7146,0.24954919517040253,0
3336,0.2495507001876831,0
32704,0.24956166744232178,0
969,0.24956950545310974,0
60991,0.2495695799589157,0
26804,0.24958595633506775,0
48218,0.24958603084087372,0
49551,0.2495887279510498,0
